,,,,,,,,,,,,,,,,
"//!","GNU/Linux distro timeline data sheet",,,,,,,,,,,,,,,
"//!","Copyright (C) 2010 Donjan Rodic",,,,,,,,,,,,,,,
"//!","Permission is granted to copy, distribute and/or modify this document",,,,,,,,,,,,,,,
"//!","under the terms of the GNU Free Documentation License, Version 1.3",,,,,,,,,,,,,,,
"//!","or any later version published by the Free Software Foundation;",,,,,,,,,,,,,,,
"//!","with no Invariant Sections, no Front-Cover Texts, and no Back-Cover Texts.",,,,,,,,,,,,,,,
"//!",,,,,,,,,,,,,,,,
"//!",,,,,,,,,,,,,,,,
"//","Open/save this file as a standard CSV  <=>  comma (,) separated and double quotes ("") as text delimiter.",,,,,,,,,,,,,,,
"//","You can safely insert commas or double quotes into data fields.",,,,,,,,,,,,,,,
"//","EXCEPTION: Don't insert a comma right after a double quote, since this terminates the field.",,,,,,,,,,,,,,,
"//","When editing with OO.org Calc, use the single quote (') for three-number-dates to circumvent automatic conversion.",,,,,,,,,,,,,,,
"//",,,,,,,,,,,,,,,,
"//!","gnuclad parses this correctly no matter in what order the nodes are. You can swap any lines.",,,,,,,,,,,,,,,
"//!",,,,,,,,,,,,,,,,
"//!","Empty lines get ignored, the first column controls the rest of the line:",,,,,,,,,,,,,,,
"//!","# = comment, N = node, C = connector, D = domain",,,,,,,,,,,,,,,
"//!","SVG = SVG image to include, PNG = PNG image to include",,,,,,,,,,,,,,,
"//!",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"#","Nodes",,,,,,,,,,,,,,,
"#","Name","Color","Parent","Start","Stop","Icon","Description","[Namechange","When","Description","[Namechange","When","Description",". . . ]]",,
"N","Debian","#bf1238",,"1993.8.16",,"images/debian.svg","http://www.debian.org",,,,,,,,,
"N","Libranet","#0169c9","Debian","1999.11.9","2005.4.25",,"http://en.wikipedia.org/wiki/Libranet",,,,,,,,,
"N","Corel","#ecba5b","Debian","1999.9",,,"http://en.wikipedia.org/wiki/Corel_Linux","Xandros","2001.8.29","http://www.xandros.com/",,,,,,
"N","Storm","#2a2a98","Debian","1999.12","2001.4",,"http://www.stormlinux.com/",,,,,,,,,
"N","Omoikane (Arma)","#bfd0d6","Debian","2000.2",,,"http://www.omoikane.co.jp/",,,,,,,,,
"N","Finnix","#000","Debian","2000.3.22",,,"http://www.finnix.org/",,,,,,,,,
"N","Knoppix","#c7bff0","Debian","2000.9.30",,,"http://www.knoppix.net/",,,,,,,,,
"N","Kurumin","#42328e","Knoppix","2003.2.18","2009.1.29",,"http://www.gdhpress.com.br/kurumin/",,,,,,,,,
"N","Dizinha","#88bff7","Kurumin","2004.1.4","2008",,"http://dizinha.codigolivre.org.br/",,,,,,,,,
"N","NeoDizinha","#b6dbf6","Dizinha","2006.5",,,"http://neodizinha.web44.net/","Patinho Faminto","2006.8","http://neodizinha.web44.net/",,,,,,
"N","Kalango","#a0a067","Kurumin","2004.2.1","2006.11.7",,"http://pt.wikipedia.org/wiki/Kalango_Linux",,,,,,,,,
"N","Poseidon","#42328e","Kurumin","2005.3.10",,,"http://www.poseidonlinux.org/",,,,,,,,,
"N","Quantian","#3366dd","Knoppix","2003.3.6","2006.3.1",,"http://dirk.eddelbuettel.com/quantian.html",,,,,,,,,
"N","Damn Small Linux","#cb9340","Knoppix","2003.6",,,"http://www.damnsmalllinux.org/",,,,,,,,,
"N","Hikarunix","#e48535","Damn Small Linux","2004.9.17","2005.9.21",,"http://www.assembla.com/wiki/show/Hikarunix",,,,,,,,,
"N","DSL-N","#000","Damn Small Linux","2006.5.8",,,"http://www.damnsmalllinux.org/dsl-n/",,,,,,,,,
"N","Damn Vulnerable Linux","#ef0101","Damn Small Linux","2006.11",,,"http://www.damnvulnerablelinux.org/",,,,,,,,,
"N","Morphix","#8b8b8b","Knoppix","2003.3.19",,,"http://www.morphix.org/",,,,,,,,,
"N","Hiwix","#376e08","Morphix","2004.2.28",,,"http://www.linuxsir.org/bbs/showthread.php?t=92689","Hiweed","2004.3.3","http://zh.wikipedia.org/zh-tw/Linux_Deepin","Deepin","2009.12","http://linux.deepin.org/",,,
"N","ZoneCD","#020202","Morphix","2004.6","2005.11.16",,"http://www.publicip.net/",,,,,,,,,
"N","Dreamlinux","#009c9c","Morphix","2006.2.12",,,"http://www.dreamlinux.com.br",,,,,,,,,
"N","Danix","#3b679f","Knoppix","2003.11.05",,,"http://www.danix.cz/",,,,,,,,,
"N","Shabdix","#f64f67","Knoppix","2003.12.26","2004.9",,"http://shabdix.berlios.de/",,,,,,,,,
"N","KnoppMyth","#92bac4","Knoppix","2003.8.8",,,"http://mysettopbox.tv/knoppmyth.html",,,,,,,,,
"N","Kanotix","#c8b582","Knoppix","2003.12.24",,,"http://www.kanotix.com/",,,,,,,,,
"N","Auditor Security Linux","#5c7152","Kanotix","2004.5.20",,,"http://en.wikipedia.org/wiki/Auditor_Security_Collection","Backtrack","2006.5.26","http://www.backtrack-linux.org/",,,,,,
"N","Parsix","#e48535","Kanotix","2005.1.25",,,"http://www.parsix.org/html/index.php",,,,,,,,,
"N","Feather","#828282","Knoppix","2003.12","2005.7.4",,"http://featherlinux.berlios.de/",,,,,,,,,
"N","Bioknoppix","#5e4ab0","Knoppix","2004.2.20","2004.8.13",,"http://bioknoppix.hpcf.upr.edu/",,,,,,,,,
"N","Kaella","#be2800","Knoppix","2004.7",,,"http://kaella.linux-azur.org/",,,,,,,,,
"N","Whoppix","#445fff","Knoppix","2004.8","2006.2.5",,"http://swik.net/WHoppix","WHAX","2005.7.3","http://distrowatch.com/table.php?distribution=whoppix",,,,,,
"N","Symphony OS","#d41316","Knoppix","2005.5.12",,,"http://symphonyos.com/cms/",,,,,,,,,
"N","ParallelKnoppix","#a0553c","Knoppix","2005.4.25","2008.3.1",,"http://pareto.uab.es/mcreel/ParallelKnoppix/",,,,,,,,,
"N","Musix","#000064","Knoppix","2005.9.12",,,"http://www.musix.org.ar/en/index.html",,,,,,,,,
"N","Gibraltar","#f00","Debian","2000.7.31",,,"http://www.gibraltar.at/",,,,,,,,,
"N","LEAF","#00b4d7","Debian","2000.10.29",,,"http://leaf.sourceforge.net/",,,,,,,,,
"N","Progeny","#121356","Debian","2001.4.9","2007.4.30",,"http://en.wikipedia.org/wiki/Progeny_Linux_Systems",,,,,,,,,
"N","Skolelinux","#e0b1b7","Debian","2001.7.2",,,"http://www.slx.no/",,,,,,,,,
"N","DeMuDi","#be41e3","Debian","2001.7.19","2006",,"http://wiki.debian.org/DebianMultimedia",,,,,,,,,
"N","Lindows","#3b806e","Debian","2001.8","2008.8.2",,"http://en.wikipedia.org/wiki/Lindows","Linspire","2004.0.0","http://www.linspire.com/",,,,,,
"N","Freespire","#007197","Lindows","2006.4.24",,,"http://www.freespire.org/",,,,,,,,,
"N","gnuLiNex","#30632a","Debian","2002","2007",,"http://www.gnulinex.org/",,,,,,,,,
"N","MEPIS","#8598c0","Debian","2003.5",,,"https://www.mepis.org/","SimplyMEPIS","2004.9.7","https://www.mepis.org/",,,,,,
"N","ASLinux","#e3763f","Debian","2003.10.1",,,"http://www.activasistemas.com/index.php?id=7",,,,,,,,,
"N","Impi","#050505","Debian","2003.11.1","2006.1",,"http://en.wikipedia.org/wiki/Impi_Linux",,,,,,,,,
"N","Bluewall","#4bb8c9","Debian","2004.1.6","2006.2.5",,"http://distrowatch.com/table.php?distribution=bluewall",,,,,,,,,
"N","Guadalinex","#369036","Debian","2004.2.24",,,"http://www.guadalinex.org/",,,,,,,,,
"N","DeadCD","#9bb657","Debian","2004.4","2006.6",,"http://distrowatch.com/table.php?distribution=olive","Olive","2006.5","http://distrowatch.com/table.php?distribution=olive",,,,,,
"N","Clonezilla Live","#f79f5d","Debian","2004.5",,,"http://clonezilla.org/",,,,,,,,,
"N","grml","#e7c71c","Debian","2004.8.31",,,"http://grml.org/",,,,,,,,,
"N","Ubuntu","#675a3b","Debian","2004.10.20",,,"http://www.ubuntu.com/",,,,,,,,,
"N","Kubuntu","#4f5695","Ubuntu","2005.4.8",,,"http://www.kubuntu.org/",,,,,,,,,
"N","Ulteo","#4fb75e","Kubuntu","2006.12.7",,,"http://www.ulteo.com/",,,,,,,,,
"N","Edubuntu","#a12726","Ubuntu","2005.10.13","2008.4",,"http://edubuntu.org/",,,,,,,,,
"N","nUbuntu","#702b2e","Ubuntu","2005.12.18",,,"http://www.nubuntu.org/",,,,,,,,,
"N","Xubuntu","#53525f","Ubuntu","2006.6.1",,,"http://www.xubuntu.org/",,,,,,,,,
"N","gNewSense","#c1b384","Ubuntu","2006.11.2",,,"http://www.gnewsense.org/",,,,,,,,,
"N","Linux Mint","#5fec52","Ubuntu","2006.8.27",,,"http://www.linuxmint.com/",,,,,,,,,
"N","Kiwi","#f4b75e","Ubuntu","2007.10.1",,,"http://www.kiwilinux.org/",,,,,,,,,
"N","Geubuntu","#ee8354","Ubuntu","2007.9.13",,,"http://opengeu.intilinux.com/","OpenGEU","2008.1.13","http://opengeu.intilinux.com/",,,,,,
"N","Ubuntulite","#60b3ff","Ubuntu","2007.9",,,"http://u-lite.org/","U-lite","2008.11.6","http://u-lite.org/",,,,,,
"N","Fluxbuntu","#53ff5f","Ubuntu","2007.10",,,"http://www.fluxbuntu.org/",,,,,,,,,
"N","gOS","#60b384","Ubuntu","2007.11.1",,,"http://www.thinkgos.com/",,,,,,,,,
"N","Eeebuntu","#669ad0","Ubuntu","2007.12",,,"http://eeebuntu.org/","AuroraOS","2010.6","http://auroraos.org/",,,,,,
"N","CrunchBang","#000","Ubuntu","2008.1.22",,,"http://crunchbanglinux.org/",,,,,,,,,
"N","Zebuntu","#c8ff00","Ubuntu","2008.2.15",,,"http://www.zevenos.com/","ZevenOS","2008.12.19","http://www.zevenos.com/",,,,,,
"N","Ubuntu eee","#c8ff84","Ubuntu","2008.6.9",,,"http://www.geteasypeasy.com/","Easy Peasy","2009.1.5","http://www.geteasypeasy.com/",,,,,,
"N","Maryan","#515151","Ubuntu","2008.8.1",,,"http://www.maryanlinux.com/",,,,,,,,,
"N","Qimo","#1070c0","Ubuntu","2009.2.18",,,"http://www.qimo4kids.com/",,,,,,,,,
"N","Lubuntu","#0169c9","Ubuntu","2009.04.13",,,"http://lubuntu.net/",,,,,,,,,
"N","wattOS","#68b03e","Ubuntu","2009.6.29",,,"http://www.planetwatt.com/",,,,,,,,,
"N","Ylmf","#228c2a","Ubuntu","2009.12.26",,,"http://www.ylmf.org/",,,,,,,,,
"N","Element","#006600","Ubuntu","2010.02.17",,,"http://www.elementmypc.com/main/index.php",,,,,,,,,
"N","Netrunner","#5997de","Ubuntu","2010.3.31",,,"http://www.netrunner-os.com/",,,,,,,,,
"N","BeatriX","#c7bff0","Debian","2004.11.24","2005.1.29",,"http://en.wikipedia.org/wiki/BeatrIX",,,,,,,,,
"N","MoLinux","#ad1d5a","Debian","2004.12.15",,,"http://www.molinux.info/",,,,,,,,,
"N","BlankOn","#0c7a00","Debian","2005.2.1",,,"http://www.blankonlinux.or.id/",,,,,,,,,
"N","Trisquel","#5fc8ff","Debian","2005.4",,,"http://trisquel.info/",,,,,,,,,
"N","Elive","#ebe25f","Debian","2005.7.22",,,"http://www.elivecd.org/",,,,,,,,,
"N","Tuquito","#96dec8","Debian","2005.9",,,"http://www.tuquito.org.ar/",,,,,,,,,
"N","OS2005","#fa8700","Debian","2005.11","2010.5.26",,"http://maemo.org/","Maemo","2009.11","http://maemo.org/",,,,,,
"N","NepaLinux","#a02727","Debian","2005.12.22",,,"http://www.nepalinux.org/",,,,,,,,,
"N","Resulinux","#ff6600","Debian","2005.1.25",,,"http://linuxhard.org/site/",,,,,,,,,
"N","Epidemic","#4da20f","Debian","2006.2.16",,,"http://www.epidemiclinux.org/",,,,,,,,,
"N","PureOS","#2337ff","Debian","2006.8.5",,,"http://pureos.org/",,,,,,,,,
"N","sidux","#7e7e86","Debian","2006.11.24",,,"http://www.sidux.com/",,,,,,,,,
"N","BOSS","#4848d2","Debian","2007.1.10",,,"http://bosslinux.in/",,,,,,,,,
"N","PelicanHPC","#a0553c","Debian","2008.3.1",,,"http://idea.uab.es/mcreel/ParallelKnoppix/",,,,,,,,,
"N","Estrella Roja","#f00","Debian","2008.6.11",,,"http://www.estrellaroja.info/",,,,,,,,,
"N","Inquisitor","#cc0000","Debian","2008.7.20",,,"http://www.inquisitor.ru/",,,,,,,,,
"N","Metamorphose","#5b7df7","Debian","2008.12",,,"http://www.metamorphoselinux.net/",,,,,,,,,
"N","Canaima","#452f27","Debian","2009.6.5",,,"http://canaima.softwarelibre.gob.ve/",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Moblin","#3366bb",,"2007.7","2010.5.26",,"http://moblin.org/",,,,,,,,,
"N","MeeGo","#4e2174","Moblin","2010.5.26",,,"http://meego.com/",,,,,,,,,
"N","Android","#a4c639",,"2007.11.5",,,"http://www.android.com/",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Trans-Ameritech","#ff1600",,"1995.3","1997.1",,"http://oss.sgi.com/LDP/HOWTO/CD-Distributions-EN-HOWTO/iii-others.html",,,,,,,,,
"N","Monkey","#8b3706",,"1996.10","1997.5.8",,"http://projectdevolve.tripod.com/",,,,,,,,,
"N","Mini","#55b7f4",,"1995.2","1995.10",,"http://en.wikipedia.org/wiki/Mini_Linux",,,,,,,,,
"N","Bogus","#8ecab5",,"1994.1","1994.10",,"http://www.cs.unc.edu/~faith/bogus.html",,,,,,,,,
"N","Linux Universe","#000",,"1995.10","1998.10",,"http://www.linuxjournal.com/article/85",,,,,,,,,
"N","Yggdrasil","#668f53",,"1992.12.8","1995.5",,"http://en.wikipedia.org/wiki/Yggdrasil_Linux/GNU/X",,,,,,,,,
"N","DILINUX","#ff5f00",,"1996.4","1998.2",,"http://www.randomfactory.com/lfa/doslinux.html","DOSLINUX","1997.10","http://www.randomfactory.com/lfa/doslinux.html",,,,,,
"N","TAMU","#3a34bc",,"1992.5","1994.10",,"http://www.oldlinux.org/Linux.old/distributions/TAMU/",,,,,,,,,
"N","Craftworks","#ff6cc4",,"1996","1998.4",,"http://web.archive.org/web/19961219055251/http://craftwork.com/",,,,,,,,,
"N","MCC Interim","#696a48",,"1992.2","1996.4.23",,"http://linux.about.com/cs/linux101/g/mccinterimlinux.htm",,,,,,,,,
"N","Xdenu","#613980",,"1995","1996.5",,"http://esca.atomki.hu/paradise/dos/xdenu-en.html",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Tinfoil Hat","#000",,"2002.2","2003",,"http://tinfoilhat.shmoo.com/",,,,,,,,,
"N","Midori","#75e184",,"2001.3.13","2003.10",,"http://web.archive.org/web/20010322042120/http://midori.transmeta.com/",,,,,,,,,
"N","Tiny Core","#4f5f82",,"2009.1.5",,,"http://www.tinycorelinux.com/",,,,,,,,,
"N","Puppy","#dec374",,"2003.6",,,"http://puppylinux.org/",,,,,,,,,
"N","Macpup","#538cc3","Puppy","2008.6.13",,,"http://macpup.org/",,,,,,,,,
"N","Quirky","#000",,"2010.5.5",,,"http://bkhome.org/quirky/",,,,,,,,,
"N","SmoothWall GPL","#d06bd0",,"2000.8.30",,,"http://www.roseindia.net/linux/firewall/smoothwall-gpl.shtml","SmoothWall Express","2003.11.0","http://www.smoothwall.org/",,,,,,
"N","IPCop","#8065ce","SmoothWall GPL","2002.1.5",,,"http://www.ipcop.org/",,,,,,,,,
"N","IPFire","#66000f","IPCop","2005.8",,,"http://www.ipfire.org/",,,,,,,,,
"N","Mamona","#8ac73c",,"2007.11.15",,,"http://dev.openbossa.org/trac/mamona",,,,,,,,,
"N","BluePoint","#5b62ec",,"1999.12","2001.11.14",,"http://distrowatch.com/table.php?distribution=bluepoint",,,,,,,,,
"N","Yoper","#c63937",,"2003.1.9",,,"http://www.yoper.com/",,,,,,,,,
"N","Pardus","#da9746",,"2005.12.26",,,"http://www.pardus.org.tr/",,,,,,,,,
"N","EnGarde","#a54bdd",,"2001.12",,,"http://www.engardelinux.org/",,,,,,,,,
"N","Beehive","#69c0c7",,"2001.2.19","2003.8.7",,"http://distrowatch.com/table.php?distribution=beehive",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Sorcerer","#36ce3b",,"2001.10",,,"http://sorcerer.silverice.org/",,,,,,,,,
"N","Lunar","#6257cd","Sorcerer","2002.3",,,"http://www.lunar-linux.org/",,,,,,,,,
"N","Source Mage","#bf3032","Sorcerer","2002.4",,,"http://www.sourcemage.org/",,,,,,,,,
"N","GoboLinux","#6da697",,"2003",,,"http://www.gobolinux.org/",,,,,,,,,
"N","GeeXboX","#5050ff",,"2003.5.16",,,"http://geexbox.org/",,,,,,,,,
"N","eIT easyLinux","#189069",,"1999.2.10","2001.10",,"http://www.linuxjournal.com/node/3830/",,,,,,,,,
"N","Paldo","#2a6096",,"2004.12.09",,,"http://www.paldo.org/",,,,,,,,,
"N","Dragora","#56b04f",,"2009.3.13",,,"http://www.dragora.org/",,,,,,,,,
"N","QubesOS","#666",,"2010.4.7",,,"http://qubes-os.org/",,,,,,,,,
"N","UHU","#ccc",,"2003.04.18",,,"http://www.uhulinux.hu/",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","SliTaz","#000",,"2007.4.1",,,"http://www.slitaz.org/",,,,,,,,,
"N","Tiny SliTaz","#df8f06","SliTaz","2010.6.1",,,"http://pizza.slitaz.org/tiny/",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","Ututo","#ba3232",,"2000.10",,,"http://www.ututo.org/","Ututo XS","2005.6","http://www.ututo.org/",,,,,,
"N","Ututo-e","#d30110","Ututo","2004.3",,,"http://www.ututo.org/",,,,,,,,,
"N","Enoch","#a0a0f0",,"1999.12",,,"http://www.gentoo.org/","Gentoo","2002.3.31","http://www.gentoo.org/",,,,,,
"N","Gentoox","#0050ff","Enoch","2003.3",,,"http://gentoox.shallax.com/",,,,,,,,,
"N","VidaLinux","#718969","Enoch","2004.10.4",,,"http://www.vidalinux.com/","VLOS","2005.9.9","http://www.vidalinux.com/",,,,,,
"N","Pentoo","#000100","Enoch","2005.2",,,"http://www.pentoo.ch/",,,,,,,,,
"N","RR4","#e9b689","Enoch","2005.10",,,"http://sabayonlinux.org/","Sabayon","2006.8.16","http://sabayonlinux.org/",,,,,,
"N","Bintoo","#89c8e9","Enoch","2005.12.11","2007.1",,"http://bintoo.sourceforge.net/",,,,,,,,,
"N","Kororaa","#706f7f","Enoch","2005.12.12","2007.11.7",,"http://en.wikipedia.org/wiki/Kororaa",,,,,,,,,
"N","Papug","#0082ff","Enoch","2006.11",,,"http://www.papuglinux.net/",,,,,,,,,
"N","Calculate","#faa61a","Enoch","2007.6.6",,,"http://www.calculate-linux.org/",,,,,,,,,
,,,,,,,,,,,,,,,,
"N","SLS","#9c8ac4",,"1992.6","1994.1",,"http://en.wikipedia.org/wiki/Softlanding_Linux_System",,,,,,,,,
"N","Slackware","#000","SLS","1993.7.16",,"images/slackware.svg","http://www.slackware.com/",,,,,,,,,
"N","Stampede","#866846","Slackware","1997.12.4","2002.3.1",,"http://www.stampede.org/",,,,,,,,,
"N","VectorLinux","#504ca3","Slackware","2000.6.30",,,"http://vectorlinux.com/",,,,,,,,,
"N","Slax","#aadc87","Slackware","2002.5",,,"http://www.slax.org/",,,,,,,,,
"N","DNALinux","#496da7","Slax","2004.2",,,"http://www.dnalinux.com/",,,,,,,,,
"N","Wolvix","#5a5a5a","Slax","2005.8",,,"http://wolvix.org/",,,,,,,,,
"N","SLAMPP","#ff4343","Slax","2005.9.19",,,"http://slampp.abangadek.com/",,,,,,,,,
"N","Gnu-HALO","#3c5c47","Slax","2006.6","2006.12",,"http://halo.willisburg.org/",,,,,,,,,
"N","EvilEntity","#8b179c","Slackware","2002.4.26","2004.12.7",,"http://distrowatch.com/table.php?distribution=evilentity",,,,,,,,,
"N","Topologilinux","#000","Slackware","2002.8.25",,,"http://www.topologilinux.com/",,,,,,,,,
"N","DeLi","#767676","Slackware","2002.11.2",,,"http://www.delilinux.de/",,,,,,,,,
"N","Stux","#ff0000","Slackware","2003.9.1",,,"http://gpstudio.com/stux/","STUX","2003.11.1","http://gpstudio.com/stux/",,,,,,
"N","DARKSTAR","#705ca4","Slackware","2004.2",,,"http://www.darkstarlinux.ro/",,,,,,,,,
